Artist,Album,Type,Year,Physical,Digital,Discogs,Quantity,Date Aquired,Notes
Klovner I Kamp,Et Juleevangelium,CDS,2005,FALSE,FALSE,FALSE,,,
Klovner I Kamp,Ørnen Tek Ikkje Unga,CD,2005,TRUE,FALSE,TRUE,,,
Konger Uten Kroner,Vinter,Mixtape,2005,FALSE,FALSE,FALSE,,,
Langbein,Henda I Været,Mixtape,2005,FALSE,FALSE,FALSE,,,
MadCon,Infidelity,CDS,2005,FALSE,FALSE,FALSE,,,
Onkl P,Det Kunne Vært Deg,CD,2005,FALSE,FALSE,FALSE,,,
Oral Bee,Still Putter Det Ned,CD,2005,TRUE,FALSE,FALSE,,,
Paperboys,When Worlds Collide,CD,2005,TRUE,FALSE,FALSE,2,,
Paperboys,Keep It Cool / Tomorrow,CDS,2005,TRUE,FALSE,FALSE,,,
Paperboys,Wiggle It,CDS,2005,TRUE,FALSE,FALSE,,,
Paperboys,Coming Of Age,CDS,2005,TRUE,FALSE,FALSE,,,
Philip,Skulk Med Stil,CD,2005,TRUE,FALSE,FALSE,,,
Philip,Sommerflørt,CDS,2005,TRUE,FALSE,FALSE,,,
Planet Follo,Spring Break Vol. 3,Mix CD,2005,FALSE,FALSE,FALSE,,,
Side Brok,Side Brooklyn,EP CD,2005,FALSE,FALSE,FALSE,,,
Skills Misse Baren,Skills Misse Baren,CD EP,2005,TRUE,FALSE,FALSE,,,
Smalltown Emcees,Reppin' The Lost,CD,2005,FALSE,FALSE,FALSE,,,
Spetakkel,Presenterer Slaglinjelaget,CD,2005,FALSE,FALSE,FALSE,,,
Stress.no/Carhartt,Vol. 7 - The South,Mixtape,2005,FALSE,FALSE,FALSE,,,
Stress.no/Lacoste,Vol. 1 - Summer Blends,Mixtape,2005,TRUE,FALSE,FALSE,2,,
Sørsia Gerilja,Sørsia Mixtape,Mixtape,2005,TRUE,FALSE,FALSE,,,
Taktløs,På Frifot,CD,2005,FALSE,FALSE,FALSE,,,
Teddy Touch,Trouble 01 - The Mixtape,Mixtape,2005,FALSE,FALSE,FALSE,,,
The Fifty 50 Bunch / R.I.P.,Mixtape,Mixtape CD,2005,FALSE,FALSE,FALSE,,,
Tier’n & Lars,Tilbake til Stripa: Forberedelsen,CD,2005,FALSE,FALSE,FALSE,,,
Tommy Tee,Tommy Tycker Om Mej,CD,2005,TRUE,FALSE,FALSE,,,
URO,Frank Schwindel Presenterer: Nok Et Rap-Band Fra Oslo,CD EP,2005,TRUE,FALSE,FALSE,2,,
Verna Bedrift,Lykkelig Uvitende,EP CD,2005,FALSE,FALSE,FALSE,,,
Warlocks,The NeverEnding Story,CD,2005,FALSE,FALSE,FALSE,,,
Warlocks,Lyrical Marksmen Remastered with DVD,CDA,2005,TRUE,FALSE,FALSE,,,
Warlocks,Stay Warm,CDS,2005,TRUE,FALSE,FALSE,2,,
Whimsical,The Glow,CD,2005,FALSE,FALSE,FALSE,,,
Akeron,Opp I Bygget,CD,2006,FALSE,FALSE,TRUE,,,
Darkside Of The Force,El Dia De Los Puercos,CD,2006,TRUE,FALSE,FALSE,,,
Diaz,Jessheimfanden,CD,2006,TRUE,FALSE,FALSE,,,
Different Colour,Different Colour,CD,2006,TRUE,FALSE,FALSE,,,
Don Martin,Motgift,7”,2006,TRUE,FALSE,TRUE,,,
Don Martin & Supa Sayed,Motgift,CD EP,2006,TRUE,FALSE,FALSE,,,
El Axel,Showtime,CD,2006,TRUE,FALSE,FALSE,,,
Gutta På Skauen,Motstandsbevegelsen Vol. 1,CD,2006,FALSE,FALSE,FALSE,,,
Jester,Neighbourhood,CDS,2006,TRUE,FALSE,FALSE,,,
Jester,Short Stories,CD,2006,TRUE,FALSE,FALSE,,,
Karpe Diem,Piano,CD,2006,FALSE,FALSE,FALSE,,,
Karpe Diem,Rett Fra Hjeret,CD,2006,TRUE,FALSE,FALSE,,,
Karpe Diem,Show,CDS,2006,TRUE,FALSE,FALSE,,,
Kleen Cut,Kleen-A-Palooza,CD,2006,FALSE,FALSE,FALSE,,,
Kleen Cut,The Aviator,CD,2006,TRUE,FALSE,FALSE,,,
Nils M/ Skills,Ventings Mixtape,CD,2006,FALSE,FALSE,FALSE,,,
Paperboys,So Far So Good,CD / DVD,2006,TRUE,FALSE,FALSE,,,
Pass It,Skits & Lost Hits,Mixtape,2006,FALSE,FALSE,FALSE,,,
Pumba,Pengelens,CD,2006,FALSE,FALSE,FALSE,,,
Side Brok,Kar Me Kjøme Frå,CD,2006,TRUE,FALSE,FALSE,2,,
Tier’n & Lars,Kulturklash,CD,2006,TRUE,FALSE,FALSE,,,
Tungtvann,2 uka,Promo CDS,2006,TRUE,FALSE,FALSE,,,
Tungtvann,Velkommen Til Tungtland 2,CD,2006,FALSE,FALSE,FALSE,,,
Tungtvann,Siste Skanse,CD,2006,TRUE,FALSE,FALSE,,,
Viballistic,Virkeligheten Er Virkeligheten,CD,2006,FALSE,FALSE,FALSE,,,
Vågsbygd Handy,Hverdagsninja,CD,2006,TRUE,FALSE,FALSE,,,
Appendix,Idoler med paroler,CD EP,2007,FALSE,FALSE,TRUE,,,
el Axel,It Is Wha It Is,CD,2007,FALSE,FALSE,TRUE,,,
Gest,Historie,CDS,2007,FALSE,FALSE,FALSE,,,
Gest,I Grevens Tid,CDA,2007,FALSE,FALSE,FALSE,,,
MadCon,Beggin,CDS,2007,TRUE,FALSE,FALSE,,,
MadCon,So Dark The Con Of Man,CDA,2007,TRUE,FALSE,FALSE,,,
Tungtvann m Apati,Få Det Bort,Promo CDS,2007,TRUE,FALSE,FALSE,,,
Various artists,Piracy Kills Music.no,CD,2007,TRUE,FALSE,FALSE,,,
Vågsbygd Handy,“2”,CDA,2007,FALSE,FALSE,FALSE,,,
Andyboy,Kuga Libre,CD,2008,FALSE,FALSE,FALSE,,,
Chris Lee,Worry No,CDA,2008,TRUE,FALSE,FALSE,,,
Emire Og Lillebror,Oslo,CDS,2008,TRUE,FALSE,FALSE,,,
Emire Og Lillebror,99% Ærlig,CDA,2008,TRUE,FALSE,FALSE,,,
Gatas Parlament,Apocalypso,CDA,2008,TRUE,FALSE,FALSE,,,
Gatas Parlament,Counter Strike EP,CD EP,2008,TRUE,FALSE,FALSE,3,,
Gatas Parlament,Kids Har Alltid Rett,CDA,2008,TRUE,FALSE,FALSE,,,
Karpe Diem,Fire Vegger,CDA,2008,TRUE,FALSE,FALSE,,,
Lok Allé,Lok Allé,CDA,2008,TRUE,FALSE,FALSE,,,
MadCon,Liar,CDS,2008,TRUE,FALSE,FALSE,,,
MadCon,An InCONvinient Truth,CDA,2008,TRUE,FALSE,FALSE,,,
Paperboys,After All,CDS,2008,TRUE,FALSE,FALSE,,,
Andyboy,Et Vakker Sinn,CD,2009,TRUE,FALSE,TRUE,,,
Atlars,Veien Framigjønå,LP 12”,2009,FALSE,FALSE,TRUE,,,
Big Ice,Stackin Beats,CDA,2009,TRUE,FALSE,FALSE,,,
Big Ice,Stackin Beats Bonus Disc,CDS,2009,TRUE,FALSE,FALSE,,,
Hooga Troopers,Hooga Island,CDA,2009,TRUE,FALSE,FALSE,,,
Ivy League,The Brains,12’’,2009,TRUE,FALSE,FALSE,,,
J-RAMM. Nutsons. Clark F. Kolon Productions,J-Ramm / Kolon Productions / Nutsons / Clark F,12’’,2009,TRUE,FALSE,FALSE,,,
Jester & Don Martin,Sikter På Månen Og Lander På Taket,CDA,2009,TRUE,FALSE,FALSE,,,
Lars Vaular,D’e Glede,CDA,2009,TRUE,FALSE,FALSE,,,
Paperboys,The Oslo Agreement,CDA,2009,TRUE,FALSE,FALSE,,,
Tommy Tee,Studio Time,CDA,2009,TRUE,FALSE,FALSE,,,
Big Ice,Trunk Of Funk,CDA,2010,TRUE,FALSE,FALSE,,,
Karpe Diem,Aldri Solgt En Løgn,CDA,2010,TRUE,FALSE,FALSE,,,
Svartepetter,Jeg Er Tilbake,CDA,2010,TRUE,FALSE,FALSE,,,
Svartepetter,Soultheory Presenterer Svartepetter,CDA,2010,TRUE,FALSE,FALSE,,,
Vågsbygd Handy,Undervannsmusikk,CDA,2010,FALSE,FALSE,FALSE,,,
Big Ice & Oral Bee,Pionerer,CD,2011,TRUE,FALSE,FALSE,,,
Karpe Diem,Kors På Halsen Ti Kniver I Hjertet Mor Og Far I Døden,CDA,2012,TRUE,FALSE,FALSE,,,
Big Ice,På Min West Coast Shit!,CDA,2013,TRUE,TRUE,FALSE,,,
Big Ice & Oral Bee,Norges Største Playaz,CDA,2013,TRUE,FALSE,FALSE,,,
Ubåt,Ghetto Media,LP 12”,2013,TRUE,FALSE,FALSE,,,
Yoguttene,•«Velid$jeldent 4 Et NYT HÅP» - 57-spors gratis mixtape.,,2013,FALSE,FALSE,FALSE,,,
Yoguttene,• «Pulyogutene» - 7-spors EP med Kvamkollektivet på produksjon,,2013,FALSE,FALSE,FALSE,,,
Yoguttene,• «D'Sant» - 10-spors EP med Basmo Family på produksjon.,,2013,FALSE,FALSE,FALSE,,,
Yoguttene,• • «Pulyogutene 2» - 7-spors EP med Kvamkollektivet),,2013,FALSE,FALSE,FALSE,,,
Yoguttene,• «D'Sant 2» - 6-spors EP med Basmo Family,,2013,FALSE,FALSE,FALSE,,,
Yoguttene,• «1000 tak» - Solodebut fra Handerrelinni. 12 spor. prod. Basmo Fam. Kvamkollektivet. Block Beattaz. Oral Bee. Thias.,,2014,FALSE,FALSE,FALSE,,,
Yoguttene,• «Ong Klub Gud EP» - 6-spors samarbeid med produsent Drippin'.,,2014,FALSE,FALSE,FALSE,,,
Yoguttene,• «D'Sant 3D »- 12-spors samarbeid med produsentene i Basmo Family.,,2014,FALSE,FALSE,FALSE,,,
Yoguttene,• «Fredah »- 6-spors EP fra Handerre Linni og Kvamkollektivet.,,2014,FALSE,FALSE,FALSE,,,
Yoguttene,• «Burgar Flip Svai» - 5-spors EP fra Jenny Skavland og Ol' Burger Beats.,,2014,FALSE,FALSE,FALSE,,,
Yoguttene,• «Kul Jul »- julesingel med Kvamkollektivet.,,2014,FALSE,FALSE,FALSE,,,
Yoguttene,• «5 fine frøkner Remix» - Remix av Funkin' Matts remix av Gabrielles hitsingel.,,2014,FALSE,FALSE,FALSE,,,
Yoguttene,• «Extrem» - singel fra det kommende «$VAI - et studioalbum». produsert av Funkin' Matt.,,2014,FALSE,FALSE,FALSE,,,
Yoguttene,• «1.2.3 Fyre (Esso 2014)» singel under konseptet
Oral Bee & Da Playboy Foundation,Putter Det Ned 4 Ever,CDA,2015,TRUE,FALSE,FALSE,2,,
A-Zilla,Local Supplier Shipment One,CDA,,TRUE,FALSE,FALSE,,,
Blind Visionaries,The Vision,CDA,,TRUE,FALSE,FALSE,2,,
Don Martin,Bushkiller Style Mixtape,CDA,,TRUE,FALSE,FALSE,3,,
Fred Fades + Blameone,Track Charmer,7’’,,TRUE,FALSE,FALSE,,,
Fusion Of Styles,Mixtape Vol. 10,CDA,,TRUE,FALSE,FALSE,,,
Gatas Parlament,Gateplata,CD,,TRUE,FALSE,FALSE,,,
Gatas Parlament,Dette Forandrer Alt,CDA,,TRUE,FALSE,FALSE,,,
Gatas Parlament,Holdning Over Underholdning,CD PROMO,,TRUE,FALSE,FALSE,,,
Gatas Parlament,93 Til Infinity,CDA,,TRUE,FALSE,FALSE,2,,
Gatas Parlament,Live Norwegian Wood,CD LIVE,,TRUE,FALSE,FALSE,,,
Hank & Mari,Triks Og Slagord,CDS,,TRUE,FALSE,FALSE,,,
Herr B.,Vi Entrer,CDS,,TRUE,FALSE,FALSE,,,
Klovner I Kamp,Ørnen Tek Ikkje Unga,CD PROMO,,TRUE,FALSE,TRUE,2,,
Loudmouf Choir,Difficult To Understand,12’’,,TRUE,FALSE,FALSE,,,
Momrakattakk,Unholy Norwegian Hip-hop,12’’,,TRUE,FALSE,FALSE,,,
Nils M/ Skills,The Mixtape Ventings 2,CDA,,TRUE,FALSE,FALSE,,,
Paperboys,One Day,CDS PROMO,,TRUE,FALSE,FALSE,,,
Paperboys,Hey Man,CDS,,TRUE,FALSE,FALSE,,,
Pumba,Pengelens 2,CDA,,TRUE,FALSE,FALSE,,,
SA-G,Izzat The Mixtape,CDA,,TRUE,FALSE,FALSE,,,
Samsaya,Dodge It,CDS PROMO,,FALSE,FALSE,FALSE,,,
Stress.no/Puma,Folkemusikk,CDA,,TRUE,FALSE,FALSE,,,
The Afeeliated,Saving The City Vol. 1,CDA,,TRUE,FALSE,FALSE,,,
The Fifty 50 Bunch,Hajoken Solo,CD,,TRUE,FALSE,FALSE,,,
Tommy Tee,3 THe Hard Way -The EP Movement,CDA,,TRUE,FALSE,FALSE,,,
Tommy Tee,Absolute Music Tee!,CDA,,TRUE,FALSE,FALSE,,,
Tommy Tee,No Pain No Profit,CD EP,,TRUE,FALSE,FALSE,,,
Tommy Tee,No Studio No TIme The Wait,CDA,,TRUE,FALSE,FALSE,,,
Tungtvann,Bodø City,7’’,,TRUE,FALSE,FALSE,,,
Ville V,The Mixtape 01,CDA,,TRUE,FALSE,FALSE,,,
Ville V,The Mixtape 02,CDA,,TRUE,FALSE,FALSE,,,
